gender,race,allegation_count,sustained_count,honorable_mention_count,unsustained_count,discipline_count,civilian_compliment_count,trr_count,major_award_count,current_salary
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,4,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,12,0,0,0,0,1,
F,White,0,0,9,0,0,3,0,0,
F,Black,0,0,8,0,0,4,0,1,75816
F,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,3,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,4,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Unknown,0,0,0,0,0,0,0,0,
M,White,0,0,10,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,11,0,0,0,1,0,72510
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,5,0,0,6,0,0,
F,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,3,0,0,0,0,0,68616
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,6,0,0,1,0,0,
M,Black,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,5,0,0,2,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,8,0,0,0,0,0,72510
M,Black,0,0,8,0,0,3,0,1,
M,White,0,0,2,0,0,2,0,0,
F,Unknown,0,0,0,0,0,0,0,0,87918
M,Hispanic,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
F,White,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,Asian/Pacific,0,0,3,0,0,0,0,0,67938
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,68616
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,4,0,0,
F,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,4,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,5,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,1,0,0,
M,White,0,0,5,0,0,6,0,0,
M,Asian/Pacific,0,0,0,0,0,0,0,0,
F,Black,0,0,2,0,0,0,0,0,
M,Black,0,0,10,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,0,
M,White,0,0,0,0,0,0,0,0,43104
F,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,5,0,0,6,0,0,
M,Black,0,0,2,0,0,0,0,0,
F,White,0,0,2,0,0,1,0,0,
F,Black,0,0,4,0,0,4,0,0,
M,White,0,0,2,0,0,1,0,0,
M,Black,0,0,10,0,0,0,0,0,
M,White,0,0,4,0,0,0,0,0,
M,White,0,0,3,0,0,0,0,0,72510
M,White,0,0,0,0,0,0,0,0,
F,White,0,0,2,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,1,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,3,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,White,0,0,7,0,0,1,3,0,87006
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Asian/Pacific,0,0,9,0,0,0,0,0,72510
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,0,0,0,
M,White,0,0,3,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Unknown,0,0,0,0,0,0,0,0,48078
M,Black,0,0,0,0,0,1,0,0,
M,White,0,0,3,0,0,2,0,0,
F,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,4,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,1,
M,White,0,0,12,0,0,0,0,1,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,1,0,0,1,0,0,
F,White,0,0,2,0,0,2,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,3,0,0,0,0,0,43104
M,White,0,0,9,0,0,3,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,68616
F,Black,0,0,5,0,0,3,0,0,93354
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,2,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,3,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,1,
M,Hispanic,0,0,1,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
F,White,0,0,5,0,0,0,0,0,76266
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,1,
M,Black,0,0,0,0,0,0,0,0,
F,White,0,0,1,0,0,1,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
F,White,0,0,1,0,0,0,0,0,72510
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,2,0,0,0,0,0,
M,Native American/Alaskan Native,0,0,0,0,0,0,0,0,48078
F,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,12,0,0,0,0,1,
M,Black,0,0,0,0,0,0,0,0,
F,Black,0,0,4,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,0,
M,Black,0,0,12,0,0,0,0,1,
M,White,0,0,0,0,0,0,0,0,80022
M,Hispanic,0,0,3,0,0,0,0,0,48078
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,2,0,0,2,0,0,72510
F,Hispanic,0,0,0,0,0,0,0,0,48078
F,Hispanic,0,0,0,0,0,0,0,0,48078
M,Black,0,0,1,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,1,67326
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Black,0,0,3,0,0,2,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,23,0,0,1,2,1,80016
F,White,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,0,0,0,0,0,0,48078
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,0,0,0,
M,Black,0,0,4,0,0,4,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,17,0,0,1,3,0,80016
M,White,0,0,10,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,0,
M,White,0,0,0,0,0,4,0,0,
M,White,0,0,1,0,0,1,0,0,
F,Hispanic,0,0,0,0,0,0,0,0,68616
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,1,
M,White,0,0,1,0,0,7,0,0,72810
M,White,0,0,0,0,0,0,0,1,
M,White,0,0,38,0,0,3,3,0,84054
F,Black,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,67938
F,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,4,0,0,4,0,0,
F,Hispanic,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,7,0,0,0,0,0,72510
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
F,White,0,0,2,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
M,Black,0,0,12,0,0,3,2,0,80016
M,White,0,0,0,0,0,0,0,0,
M,Asian/Pacific,0,0,0,0,0,0,0,0,48078
M,White,0,0,14,0,0,1,0,1,80016
M,Asian/Pacific,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
F,Hispanic,0,0,3,0,0,0,0,0,68616
M,White,0,0,0,0,0,0,0,0,
M,Unknown,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,2,0,0,0,0,0,
M,Black,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,15,0,0,0,1,0,80016
F,White,0,0,0,0,0,0,0,0,86130
F,Hispanic,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,1,0,0,
M,Black,0,0,3,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,9,0,0,0,0,0,80016
F,Black,0,0,2,0,0,0,0,0,40830
F,White,0,0,2,0,0,0,0,0,43104
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,1,0,0,
M,Hispanic,0,0,2,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,47604
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,4,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,3,0,0,0,0,0,
F,Hispanic,0,0,14,0,0,2,1,0,84054
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,9,0,0,0,0,0,72510
M,White,0,0,3,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,48078
F,White,0,0,3,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,White,0,0,6,0,0,0,0,1,76266
M,White,0,0,4,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,9,0,0,3,0,1,
M,Hispanic,0,0,9,0,0,0,0,0,76266
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,4,0,0,
M,Black,0,0,0,0,0,0,0,0,
F,White,0,0,5,0,0,1,0,0,80016
M,Unknown,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,68616
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,48078
F,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,9,0,0,3,0,1,
F,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,4,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Black,0,0,45,0,0,2,1,0,93354
M,Black,0,0,3,0,0,2,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,6,0,0,0,0,0,54636
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,9,0,0,3,0,1,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,1,
M,Asian/Pacific,0,0,0,0,0,1,0,0,
M,White,0,0,2,0,0,0,0,0,
F,White,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,4,0,0,
M,White,0,0,13,0,0,8,5,0,87006
M,White,0,0,0,0,0,0,0,0,48078
M,Hispanic,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,2,0,0,1,0,0,
M,Unknown,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,1,
M,White,0,0,0,0,0,0,0,0,
M,Asian/Pacific,0,0,0,0,0,0,0,0,
F,Black,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,11,0,0,0,3,0,80016
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,4,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,6,0,0,0,0,0,72510
M,White,0,0,8,0,0,0,0,0,
F,Hispanic,0,0,3,0,0,0,0,0,80016
M,White,0,0,9,0,0,3,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,3,0,0,2,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,1,
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,5,0,0,0,0,0,76266
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,2,0,0,0,0,0,43104
F,Hispanic,0,0,0,0,0,0,0,0,
F,White,0,0,0,0,0,0,0,0,48078
M,Black,0,0,9,0,0,3,0,1,
M,White,0,0,0,0,0,0,0,1,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,3,0,0,1,0,0,72510
M,White,0,0,2,0,0,1,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,3,0,0,2,0,0,
M,White,0,0,0,0,0,0,0,1,
M,White,0,0,3,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,4,0,0,
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,30,0,0,1,1,0,84054
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,0,0,0,
M,Black,0,0,7,0,0,3,0,0,76266
M,White,0,0,31,0,0,3,1,1,80016
M,Asian/Pacific,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,10,0,0,0,0,0,
M,Black,0,0,9,0,0,3,0,1,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
F,Black,0,0,9,0,0,3,0,1,64926
F,Black,0,0,0,0,0,0,0,0,48078
M,White,0,0,5,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,46206
M,Black,0,0,2,0,0,0,0,0,
M,Asian/Pacific,0,0,0,0,0,0,0,0,48078
M,Black,0,0,3,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,1,
M,White,0,0,0,0,0,1,0,0,
M,White,0,0,2,0,0,1,0,0,148404
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,1,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,4,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,5,0,0,6,0,0,
M,Black,0,0,12,0,0,0,0,1,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,34,0,0,3,10,0,80016
M,White,0,0,2,0,0,1,0,0,
F,White,0,0,1,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,76266
M,Unknown,0,0,0,0,0,0,0,0,48078
M,Black,0,0,4,0,0,4,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,48078
M,Hispanic,0,0,4,0,0,0,0,0,76266
M,White,0,0,0,0,0,1,0,0,
M,Black,0,0,4,0,0,0,0,0,
F,Hispanic,0,0,0,0,0,0,0,0,48078
M,Unknown,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,6,0,0,0,4,0,86748
M,White,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Black,0,0,1,0,0,1,0,0,68616
"",Unknown,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
F,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,8,0,0,3,0,1,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,5,0,0,2,0,0,
F,White,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,36984
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,6,0,0,0,1,0,80016
M,White,0,0,7,0,0,1,1,0,80016
M,White,0,0,0,0,0,0,0,0,
F,Black,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,69264
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,43104
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,89220
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,68616
M,Black,0,0,2,0,0,0,0,0,64926
M,White,0,0,2,0,0,0,0,0,42258
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,9,0,0,3,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,0,0,0,
F,White,0,0,0,0,0,0,0,0,75816
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,5,0,0,2,0,0,
M,White,0,0,5,0,0,2,0,0,
M,Hispanic,0,0,8,0,0,0,0,0,76266
F,Hispanic,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,4,0,0,
F,Black,0,0,3,0,0,0,0,0,76266
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,2,0,0,
F,Black,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
F,White,0,0,0,0,0,0,0,0,55764
M,White,0,0,1,0,0,0,0,0,
M,Black,0,0,10,0,0,4,2,1,61932
M,White,0,0,1,0,0,1,0,0,
M,White,0,0,2,0,0,2,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Asian/Pacific,0,0,2,0,0,0,0,0,68616
M,White,0,0,5,0,0,2,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Black,0,0,3,0,0,2,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,8,0,0,14,0,0,89646
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,4,0,0,0,0,0,80016
M,Black,0,0,0,0,0,1,0,0,
M,White,0,0,12,0,0,0,0,1,
M,White,0,0,5,0,0,6,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,0,0,0,1,0,0,
F,White,0,0,0,0,0,5,0,0,163680
M,Black,0,0,4,0,0,4,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
F,Black,0,0,2,0,0,0,0,0,
F,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,1,
M,White,0,0,1,0,0,0,0,0,
F,Black,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,2,0,0,2,0,0,42258
M,Hispanic,0,0,13,0,0,9,3,0,90024
M,White,0,0,10,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
F,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,1,
M,White,0,0,1,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
F,Hispanic,0,0,0,0,0,0,0,0,
M,Black,0,0,4,0,0,4,0,0,
M,Hispanic,0,0,2,0,0,0,0,0,36984
M,White,0,0,8,0,0,0,0,0,
M,Unknown,0,0,0,0,0,0,0,0,36984
M,White,0,0,0,0,0,0,0,0,
M,Hispanic,0,0,65,0,0,4,7,0,87006
M,White,0,0,5,0,0,6,0,0,
M,White,0,0,4,0,0,0,0,0,
M,White,0,0,0,0,0,4,0,0,
F,Black,0,0,1,0,0,1,0,0,86130
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,0,0,0,
M,White,0,0,2,0,0,2,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,1,0,0,0,0,0,
M,White,0,0,5,0,0,2,0,0,
M,Hispanic,0,0,2,0,0,0,0,0,43104
M,White,0,0,0,0,0,4,0,0,
M,Black,0,0,6,0,0,1,4,0,80016
F,White,0,0,1,0,0,0,0,0,68616
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,5,0,0,0,0,0,72510
M,Hispanic,0,0,4,0,0,0,0,0,68616
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,0,
M,Hispanic,0,0,3,0,0,0,0,0,43104
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,10,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,1,0,0,
M,White,0,0,2,0,0,1,0,0,
M,White,0,0,10,0,0,0,0,0,
F,White,0,0,3,0,0,0,0,0,76266
M,Black,0,0,9,0,0,3,0,1,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,4,0,0,4,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,48078
M,Black,0,0,0,0,0,1,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,Asian/Pacific,0,0,4,0,0,0,0,0,68616
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,1,0,0,83706
M,White,0,0,2,0,0,0,0,0,
M,White,0,0,9,0,0,3,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
M,Hispanic,0,0,9,0,0,2,0,0,76266
M,Black,0,0,0,0,0,0,0,1,
M,White,0,0,0,0,0,0,0,0,48078
M,White,0,0,0,0,0,0,0,1,
M,Black,0,0,0,0,0,0,0,0,
M,Black,0,0,2,0,0,0,0,0,
F,Black,0,0,2,0,0,2,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,68616
M,Asian/Pacific,0,0,3,0,0,0,0,0,43104
M,White,0,0,2,0,0,2,0,0,
M,Black,0,0,0,0,0,0,0,0,
M,White,0,0,0,0,0,0,0,0,
M,White,0,0,2,0,0,0,0,0,
