race,rank,allegation_count,civilian_compliment_count,current_badge,current_salary,honorable_mention_count,unsustained_count
White,Sergeant of Police,8,4,2298,101958,6,7
Black,Police Officer,27,3,19053,90024,30,11
Black,Police Officer,15,2,15696,87006,8,1
Black,Police Officer,3,1,12493,93354,2,1
White,Police Officer,2,2,16649,90024,26,0
Black,Police Officer,15,3,18883,93354,5,10
Hispanic,Police Officer,18,1,17695,86130,0,12
Hispanic,Police Officer,6,6,12147,87006,24,1
Black,Police Officer,1,0,14849,48078,0,0
White,Police Officer,23,5,7416,87006,123,6
Native American/Alaskan Native,Police Officer,0,0,18243,84054,5,0
White,Sergeant of Police,38,3,1123,111474,34,19
White,Police Officer,10,1,7020,93354,5,5
White,Police Officer,3,3,19574,90024,19,0
White,Police Officer,16,5,16069,96060,9,15
White,Sergeant of Police,17,10,1345,107988,5,7
White,Sergeant of Police,12,3,1738,104628,31,6
Black,Sergeant of Police,3,0,1834,96072,3,2
White,Police Officer,13,0,19727,70656,11,8
White,Police Officer,2,3,14225,87006,18,0
Black,Police Officer,11,5,18719,87006,28,2
Black,Police Officer as Detective,10,3,20875,94122,43,0
Hispanic,Police Officer,8,9,7400,90024,60,2
White,Sergeant of Police,47,4,2178,107988,194,22
Hispanic,Police Officer,13,2,9965,93354,13,5
White,Police Officer,8,0,17775,84054,59,1
Black,Police Officer,13,7,19942,83706,9,4
Black,Police Officer,2,2,6169,84054,10,0
White,Police Officer,5,1,10362,93354,2,1
White,Police Officer,16,6,17482,95106,8,6
Black,Police Officer,0,0,18499,48078,0,0
White,Sergeant of Police,19,4,1016,107988,26,11
Black,Police Officer as Detective,22,2,60014,93192,0,11
Black,Police Officer,9,3,10223,95106,6,7
White,"",0,0,8762,48078,0,0
White,Police Officer,5,12,15101,87006,79,1
White,Police Officer,0,0,11465,72510,3,0
White,Police Officer as Detective,1,3,20889,97440,1,0
White,Police Officer,15,1,18472,68262,19,6
Hispanic,Police Officer,0,0,10950,72510,1,0
Black,Police Officer as Detective,10,4,21083,100980,37,4
Hispanic,Police Officer,3,5,5779,90024,35,2
Black,Police Officer,10,2,16426,93354,9,3
White,Sergeant of Police,2,4,2264,104628,7,1
White,Police Officer,20,4,14941,86130,13,11
White,Police Officer,10,3,8393,83706,22,7
Black,Sergeant of Police,4,1,2138,105864,9,1
White,Police Officer,12,0,18574,87006,102,4
White,Police Officer,7,5,3443,87006,26,3
Hispanic,Police Officer,20,3,2717,83706,23,10
White,Sergeant of Police,6,13,2628,99960,26,5
White,Police Officer,1,1,17897,80016,26,0
White,Police Officer as Detective,14,3,20989,99888,38,7
Black,Police Officer,12,4,14827,89130,14,4
White,Police Officer,0,0,16844,72510,1,0
White,Police Officer,11,0,6422,96060,7,7
White,Police Officer as Detective,13,6,21214,102900,6,4
Hispanic,Police Officer,4,3,8346,87006,7,1
Black,Police Officer,4,1,17217,86130,0,4
Hispanic,Police Officer / Field Training Officer,1,0,15632,88296,10,0
Black,Police Officer,7,3,15030,93354,4,0
White,Police Officer,9,2,7763,93354,0,6
Hispanic,Police Officer,9,12,8598,96060,11,7
Hispanic,Police Officer,10,2,7792,84054,42,3
White,Police Officer,21,2,11515,90024,70,3
Black,Police Officer,67,1,10309,93354,4,35
White,Lieutenant of Police,61,6,560,121464,44,18
Asian/Pacific,Police Officer as Detective,9,4,20215,97440,4,4
White,Sergeant of Police,20,6,1294,104628,54,7
White,Police Officer,7,5,20583,94122,32,0
White,Police Officer,4,0,17077,80016,47,1
Black,Police Officer,27,0,9330,68262,2,18
White,Police Officer,0,0,6054,72510,0,0
Hispanic,Police Officer,1,0,16995,76266,6,0
White,Sergeant of Police,10,6,1720,107988,27,3
Black,Police Officer,32,0,17358,75816,17,14
White,Police Officer as Detective,5,4,20766,100980,0,2
White,Police Officer,8,3,7324,87006,41,3
Black,Police Officer as Detective,22,4,20615,103932,3,12
Hispanic,Police Officer,34,10,11141,93354,146,10
Hispanic,Police Officer,3,2,15702,87006,7,0
White,Police Officer,1,1,5863,87006,37,0
White,Police Officer as Detective,10,3,20228,103932,5,4
Hispanic,Police Officer,7,5,4644,90024,22,1
Black,Police Officer / Field Training Officer,2,1,7829,91338,17,1
Black,Police Officer,35,0,9182,78006,3,19
Hispanic,Police Officer,1,0,10390,68616,2,1
Hispanic,Police Officer as Detective,5,4,20222,100980,17,2
Black,Police Officer,1,9,5374,87006,17,0
Hispanic,Police Officer / Field Training Officer,14,3,4206,98052,28,4
Hispanic,Police Officer,5,6,12270,87006,27,0
Black,Police Officer,0,0,12553,72510,3,0
Hispanic,Police Officer,22,11,7218,93354,19,8
Hispanic,Sergeant of Police,48,5,1670,102978,25,20
White,Police Officer,23,2,1327,87006,74,4
White,Police Officer,8,6,11388,87006,73,0
White,Police Officer,48,0,11534,70656,1,39
Black,Sergeant of Police,23,1,2616,107988,7,14
White,Sergeant of Police,4,1,921,111474,4,0
Hispanic,Police Officer,0,0,19301,80016,10,0
White,Police Officer,13,3,6655,86142,46,5
Black,Police Officer,4,2,6096,87006,11,0
Black,"",0,0,9463,48078,0,0
Black,Police Officer as Detective,6,5,20763,100980,4,4
White,Police Officer as Detective,4,2,20179,93618,2,1
White,Police Officer,6,4,19121,90024,3,5
Hispanic,Police Officer,3,2,16160,84054,14,1
White,Police Officer,1,0,16980,76266,7,0
White,Police Officer,34,1,4084,90024,87,13
Hispanic,Lieutenant of Police,27,3,308,121464,32,15
White,Sergeant of Police,11,0,983,93276,6,9
Black,Police Officer,24,3,13545,93354,7,13
White,Police Officer,0,0,17593,48078,0,0
Black,Sergeant of Police,28,4,1246,109278,14,13
White,Police Officer,15,3,14518,84054,69,2
Hispanic,Police Officer,3,8,4926,84054,18,1
Hispanic,Police Officer,22,10,18285,93354,30,6
Black,Police Officer,0,0,9615,68616,1,0
Asian/Pacific,Police Officer,4,1,19297,90024,33,1
Hispanic,Police Officer,14,3,14837,87006,172,2
Black,Police Officer,8,3,14517,84054,29,2
White,Police Officer,20,6,19388,92430,8,11
Black,Police Officer,12,1,13240,93354,11,2
Black,Police Officer,1,1,17486,80016,5,0
White,Police Officer as Detective,14,0,21310,103932,0,10
White,Sergeant of Police,6,3,1282,111474,0,0
Black,Police Officer,20,2,15189,93354,17,9
Black,Police Officer,0,0,13370,48078,0,0
Black,Police Officer,22,2,16442,95106,16,13
Black,Police Officer,7,2,19876,93354,2,4
Asian/Pacific,Police Officer,9,2,10090,93354,16,1
White,Sergeant of Police,6,5,2093,104628,11,2
Hispanic,Police Officer,31,1,7419,90024,104,12
Hispanic,Police Officer,9,3,5296,90024,48,4
Hispanic,Police Officer,0,0,2706,43104,5,0
Hispanic,Police Officer,10,6,8834,90024,66,1
Black,Police Officer,10,3,15281,86130,2,2
White,Police Officer as Detective,13,4,21168,97440,24,5
Asian/Pacific,Police Officer,2,0,12930,73164,54,0
Hispanic,Police Officer / Field Training Officer,1,2,13936,88296,23,1
Hispanic,Detective,10,3,20399,102900,4,8
White,Police Officer as Detective,2,2,20617,97440,8,0
White,Police Officer,10,5,9090,93354,16,4
Black,Police Officer,12,4,17039,87006,15,0
White,Police Officer,9,7,12101,87006,80,0
Black,Police Officer,0,0,17036,80016,11,0
Black,Police Officer,0,0,19684,80016,14,0
White,Police Officer,27,5,10577,87006,40,10
White,Police Officer,0,3,19648,87006,16,0
White,Police Officer / Field Training Officer,11,2,6673,91338,76,1
White,Sergeant of Police,7,1,2102,99960,9,6
White,Police Officer,4,1,14550,84054,32,0
White,Police Officer,12,11,9531,93354,37,2
Hispanic,Police Officer,24,1,12800,93354,26,16
Hispanic,Police Officer,10,13,6553,90024,16,1
White,Police Officer,3,4,15751,93354,8,0
Hispanic,Police Officer,9,1,16980,75372,40,2
White,Police Officer,5,4,6909,87006,58,0
White,Commander,7,25,43,162684,10,6
White,Police Officer,1,2,17673,84054,19,1
Hispanic,Sergeant of Police,4,1,1067,104628,0,2
White,Police Officer,1,0,15807,72510,1,0
White,Sergeant of Police,30,2,1510,106068,5,17
Hispanic,Police Officer,9,9,13847,96060,17,8
Black,Police Officer,0,0,3276,80016,13,0
Hispanic,Police Officer,12,3,12422,93354,67,6
Hispanic,Police Officer,7,5,9456,87006,72,2
Black,Police Officer,15,9,10028,95106,5,9
White,Police Officer Assigned Canine Handler,6,2,17735,79632,13,3
White,Police Officer,3,2,3230,93354,13,0
White,Police Officer,12,3,16390,90024,48,3
Asian/Pacific,Police Officer,7,2,8698,96060,7,6
White,Lieutenant of Police,19,3,347,117894,18,8
White,Police Officer,18,1,10327,80724,15,13
Black,Police Officer,8,4,19760,93354,10,5
Hispanic,Police Officer,0,0,14749,48078,0,0
White,Police Officer,0,0,9646,68616,3,0
White,Police Officer,3,0,6155,84054,43,0
White,Police Officer,13,3,13107,94524,39,3
Black,Police Officer,22,0,17653,86520,14,6
White,Police Officer,9,2,9220,84054,45,0
Hispanic,Police Officer,22,10,4000,83604,7,13
White,Lieutenant of Police,2,2,535,125190,8,0
Hispanic,Police Officer as Detective,5,2,21059,99978,2,4
Black,Police Officer,5,2,13134,87006,6,0
White,Police Officer Assigned Evidence Technician,7,1,15242,98052,73,3
Black,Police Officer,3,4,4058,87006,16,0
White,Sergeant of Police,27,3,2032,111474,3,9
Black,Police Officer,18,1,7628,90024,22,6
White,Police Officer as Detective,12,1,20714,97440,20,5
White,Sergeant of Police,12,6,1250,107988,30,6
Black,Police Officer,10,3,6455,90024,20,5
White,Police Officer as Detective,50,4,21293,100980,2,32
Hispanic,Police Officer,3,6,3353,78012,6,0
White,Police Officer,1,3,19571,93354,3,0
White,Lieutenant of Police,14,6,415,125190,20,7
Hispanic,Police Officer,30,5,19821,93354,54,10
White,Police Officer,15,8,16364,87006,171,2
White,Sergeant of Police,2,2,1234,104628,7,0
Hispanic,Police Officer,1,0,16046,76266,6,0
Hispanic,Police Officer,1,2,17798,80016,41,0
Black,Police Officer,4,2,14246,84054,74,1
White,Police Officer,6,6,8072,87006,22,0
White,Sergeant of Police,18,8,826,111474,27,10
White,Police Officer,3,1,11800,87006,17,1
Asian/Pacific,Police Officer,12,4,13813,90024,95,4
White,Lieutenant of Police,27,7,480,121464,163,16
White,Police Officer,21,1,14463,95106,6,14
White,Police Officer,2,1,10272,84054,7,0
White,Police Officer,29,13,14977,90024,67,15
White,Police Officer,10,4,12859,96060,14,7
Black,Police Officer,7,2,8951,87006,8,4
Hispanic,Police Officer,13,1,10417,74328,3,8
White,Police Officer,6,7,9630,92430,14,2
Hispanic,Police Officer,1,0,8229,68616,3,0
Black,Police Officer,19,2,7827,90024,8,7
Hispanic,Police Officer,3,4,11022,87006,26,0
White,Sergeant of Police,8,8,861,104628,86,3
White,Police Officer,5,4,8890,90024,21,0
White,Sergeant of Police,13,1,1408,111474,6,6
Black,Police Officer,11,10,10497,93354,26,2
Hispanic,Police Officer,0,0,9488,68616,1,0
Hispanic,Police Officer,2,2,16129,72510,6,0
Black,Lieutenant of Police,11,4,513,87198,2,3
Black,Police Officer,25,1,10795,96060,13,11
Black,Police Officer,3,5,13913,93354,14,2
Black,Police Officer as Detective,22,3,20205,93192,26,9
White,Sergeant of Police,3,3,1747,106068,1,1
White,Police Officer as Detective,17,1,20691,97440,99,5
Hispanic,Police Officer / Field Training Officer,10,12,14895,91338,46,1
White,Police Officer,25,10,9821,93354,41,10
White,Police Officer,15,0,16218,90618,8,8
Hispanic,Police Officer,14,13,13982,95106,2,8
White,Police Officer,11,5,19272,86520,10,3
Black,Police Officer,61,4,7552,90024,29,26
Hispanic,Police Officer as Detective,4,1,21209,97440,12,4
White,Police Officer,0,1,6117,90024,0,0
White,Police Officer as Detective,12,2,21278,103932,6,8
Black,Police Officer,7,1,19748,93354,58,4
White,Sergeant of Police,10,0,1989,80022,3,4
Hispanic,Police Officer,0,1,14411,76266,7,0
White,Police Officer,9,1,8782,91338,103,1
Black,Police Officer,10,1,3032,93354,17,6
Hispanic,Police Officer,1,2,9847,87006,6,1
White,Police Officer as Detective,12,1,20221,97440,20,3
White,Police Officer,10,5,20986,97440,5,7
Black,Police Officer,3,1,4768,84054,19,0
Black,Sergeant of Police,17,0,1816,99960,2,7
Hispanic,Police Officer,0,0,18672,48078,0,0
Hispanic,Police Officer as Detective,6,2,20350,93192,5,2
Black,Police Officer,18,0,7770,81252,0,8
Hispanic,Police Officer,0,1,15711,76266,4,0
White,Police Officer,11,5,4922,90024,102,4
White,Police Officer,10,6,15272,87006,27,0
Black,Police Officer,34,4,10503,93354,15,15
White,Police Officer as Detective,11,1,21406,99978,1,2
Black,Sergeant of Police,89,1,2328,105864,9,44
White,Police Officer,5,12,5247,90024,37,0
White,Police Officer,14,1,3428,93354,29,6
White,Police Officer,4,1,11872,46632,2,2
White,Sergeant of Police,18,2,1144,111474,9,7
White,Sergeant of Police,56,2,2063,99756,11,27
Black,Police Officer,2,1,10266,84054,14,0
White,Police Officer,17,1,14655,68262,7,7
White,Police Officer as Detective,8,2,20419,103932,10,2
White,Police Officer,16,6,10324,96060,50,5
Hispanic,Sergeant of Police,64,0,1370,98766,21,51
Hispanic,Police Officer as Detective,53,2,21316,103932,90,22
Hispanic,Police Officer,9,3,4173,88296,21,2
Hispanic,Police Officer,0,0,12822,48078,0,0
Black,Police Officer,40,4,15603,95106,4,30
White,Police Officer,11,3,6702,93354,4,5
White,Police Officer,25,4,14029,90024,99,9
Black,Police Officer,8,3,11654,87006,10,1
Hispanic,Police Officer as Detective,11,3,21347,97440,14,6
Black,Police Officer,18,4,18613,93354,25,8
Black,Police Officer,4,5,15236,87006,12,1
Black,Police Officer,3,3,16882,87006,7,1
White,Police Officer,10,5,7804,87006,29,5
White,Police Officer,0,1,7332,87006,15,0
Black,Sergeant of Police,27,1,1587,110370,8,16
Asian/Pacific,Police Officer,1,5,18781,90024,7,0
Hispanic,Police Officer,0,1,6041,84054,8,0
Hispanic,Police Officer,32,1,12152,90024,61,14
White,Sergeant of Police,19,2,2437,104628,46,7
White,Police Officer as Detective,25,2,20882,100980,7,19
White,Police Officer,12,9,9284,93354,16,6
Black,Police Officer,6,10,13527,79926,8,4
Hispanic,Police Officer,14,1,3406,90024,55,2
Hispanic,Sergeant of Police,31,4,2223,107988,14,18
White,Police Officer,1,0,14255,76266,6,0
White,Police Officer as Detective,38,2,21127,100980,12,18
Hispanic,Police Officer,23,1,14170,90024,38,11
White,Police Officer,12,1,3211,96060,0,7
Black,Police Officer,1,3,16383,90024,3,0
Black,Police Officer as Detective,10,2,20856,100980,2,3
Black,Police Officer,0,2,12188,72510,3,0
Hispanic,Police Officer,2,0,17159,80016,8,0
Black,Police Officer,4,1,15371,76266,0,0
White,Police Officer,12,2,15623,90024,32,6
Black,Police Officer,19,1,17003,93354,52,5
Black,Police Officer,13,5,6872,84054,19,2
Hispanic,Police Officer,15,5,17878,87006,70,5
White,Police Officer,1,1,14594,90024,1,0
Hispanic,Lieutenant of Police,2,4,444,84630,13,0
White,Police Officer,3,6,18467,87006,30,0
White,Police Officer,13,6,19503,87006,59,3
White,Police Officer,12,14,7828,93240,7,2
Hispanic,Police Officer,21,1,9518,90024,54,9
White,Sergeant of Police,18,3,1535,104628,75,6
White,Police Officer,5,5,5786,87006,45,1
White,Police Officer,28,4,17387,90024,24,8
White,Sergeant of Police,42,6,1900,111474,31,29
White,Lieutenant of Police,12,5,262,117894,76,3
Hispanic,Police Officer,18,4,2953,86130,4,11
White,Police Officer,19,12,11569,93240,15,10
White,Sergeant of Police,11,0,2190,111474,3,6
White,Police Officer,3,3,19933,84054,35,0
Black,Police Officer,21,2,8051,87006,59,4
White,Sergeant of Police,21,13,1245,111474,6,10
White,Sergeant of Police,12,3,1199,96072,4,5
White,Police Officer,8,3,17785,84054,16,1
Black,Police Officer as Detective,12,4,21181,103932,2,6
Hispanic,Police Officer,0,0,16284,68616,2,0
White,Police Officer,9,0,3770,68262,17,1
Black,Police Officer,0,1,10867,84054,6,0
Hispanic,Police Officer Assigned Evidence Technician,8,5,16645,94524,27,2
Black,Commander,5,13,119,162684,2,1
Hispanic,Police Officer,2,5,14169,87006,11,0
White,Police Officer,7,7,3366,87006,45,2
White,Police Officer,2,3,8971,84054,21,0
White,Sergeant of Police,8,0,1632,102960,13,6
White,Lieutenant of Police,7,8,579,125190,13,4
Hispanic,Police Officer,0,1,18619,80016,5,0
White,Police Officer,0,0,16968,48078,0,0
White,Police Officer,7,4,5864,87006,37,1
White,Police Officer,5,5,15675,84054,55,0
Black,Police Officer,15,3,13625,90024,18,5
White,Sergeant of Police,20,1,1857,102978,19,11
White,Lieutenant of Police,45,0,543,92130,11,27
Black,Police Officer,7,0,4673,90024,5,4
White,Police Officer,5,0,3249,57516,8,0
White,Police Officer,48,2,13041,93354,79,22
White,Police Officer,10,3,15190,90024,45,3
Black,Police Officer,32,15,12385,93354,28,11
Black,Police Officer,12,2,13470,93354,14,1
White,Police Officer as Detective,18,3,20323,103932,1,10
Hispanic,Police Officer as Detective,8,2,20674,97440,10,2
Black,Police Officer,35,3,10788,87006,16,26
Hispanic,Police Officer,10,1,15024,87006,86,1
Black,Police Officer,12,6,16402,87006,21,6
White,Police Officer Assigned Canine Handler,29,3,18898,98052,30,17
Black,Police Officer / Field Training Officer,18,1,8781,88296,21,5
White,Sergeant of Police,16,3,1972,111474,4,8
Black,Police Officer,5,2,9450,87006,13,1
White,Police Officer,17,8,19975,87006,92,2
White,Police Officer,4,1,7594,80016,14,0
Black,Police Officer,4,1,15103,90024,1,0
Black,Police Officer,46,1,16788,93354,20,29
White,Police Officer,1,1,13527,80016,9,0
Hispanic,Police Officer as Detective,17,4,20715,102900,1,12
Hispanic,Police Officer,1,0,12001,48078,0,0
White,Police Officer,22,5,17174,83604,18,8
White,Sergeant of Police,2,4,1472,102960,4,1
Hispanic,Police Officer,5,2,11646,87006,54,0
White,Police Officer,17,5,7040,96060,11,11
Hispanic,Police Officer,5,1,9678,87006,13,0
White,Lieutenant of Police,11,2,455,102690,1,5
White,Police Officer,9,6,4804,90024,12,5
White,Police Officer,9,5,2708,87006,16,1
Asian/Pacific,Police Officer / Field Training Officer,14,7,2910,98052,28,6
Hispanic,Police Officer,32,2,18443,87006,64,9
White,Commander,1,2,70,141888,3,0
Hispanic,Police Officer,3,8,11038,87006,29,0
Hispanic,"",0,0,8797,48078,0,0
Black,Police Officer,17,3,18505,90024,49,6
White,Police Officer,12,3,18496,84054,110,2
White,Sergeant of Police,10,1,838,111474,2,7
White,Police Officer,4,9,7024,87006,138,0
Asian/Pacific,Police Officer / Field Training Officer,20,3,13662,86142,59,4
Black,Police Officer,7,2,16408,89130,3,3
Hispanic,Police Officer,3,4,13507,87006,18,1
Black,Police Officer,18,3,7101,90024,12,6
Black,Police Officer,7,3,14586,90024,7,3
Black,Police Officer / Field Training Officer,19,4,15204,98052,19,4
White,Police Officer,4,6,6877,90024,51,1
White,Sergeant of Police,12,11,2194,111474,29,7
White,Captain of Police,13,5,26,136170,4,9
Asian/Pacific,"",0,0,9030,48078,0,0
White,Sergeant of Police,6,6,1997,107988,7,4
White,Sergeant of Police,14,5,2154,111474,2,7
Black,Captain of Police,16,2,262,93438,6,5
White,Police Officer,25,3,7582,87006,151,6
Hispanic,Police Officer,13,1,5002,87006,25,6
White,Sergeant of Police,11,2,1088,107988,5,8
Black,Police Officer,26,0,5377,73116,5,17
Black,Police Officer,4,3,15942,87006,17,0
White,Police Officer,17,5,8972,90024,26,3
Black,Police Officer,15,0,9263,79926,1,10
Hispanic,Police Officer,3,4,7854,78012,16,3
White,Police Officer,13,6,15317,96060,8,9
White,Sergeant of Police,9,0,2393,75102,10,3
White,Police Officer / Field Training Officer,13,0,18237,76764,15,9
White,Police Officer,12,11,17440,89130,8,5
Hispanic,Police Officer,0,0,13074,48078,1,0
Hispanic,Police Officer,3,2,5105,66924,10,1
White,Police Officer,22,4,9544,87006,80,7
White,Lieutenant of Police,20,3,500,125190,3,12
White,Police Officer,3,0,16670,83604,1,1
Asian/Pacific,Police Officer,2,0,19978,72510,10,0
Black,Police Officer,17,5,12001,95106,0,7
White,Police Officer,1,0,14224,76266,2,0
Hispanic,Sergeant of Police,26,7,2333,111474,8,15
Hispanic,Police Officer,26,15,8560,93354,7,17
White,Police Officer,1,2,14427,66924,3,1
White,Police Officer / Explosives Detective Canine Handler,40,7,14835,98052,11,25
White,Police Officer,90,2,5673,90024,57,42
White,Police Officer,13,4,19951,93354,31,5
White,Police Officer,7,20,9395,93354,89,2
Black,Police Officer,15,3,18277,93354,5,5
White,Police Officer,36,1,968,93354,46,13
White,Police Officer,4,8,13575,87006,32,1
Hispanic,Police Officer / Field Training Officer,5,1,20666,94122,41,0
White,Police Officer,0,0,9583,68616,0,0
Black,Police Officer,3,1,12601,68262,24,1
White,Sergeant of Police,9,3,1015,102978,2,2
Black,Police Officer,63,2,17810,96060,6,30
White,Police Officer,12,5,12681,90024,17,5
Black,Sergeant of Police,7,3,2198,111474,0,4
Black,Police Officer,8,0,5115,68262,12,1
White,Police Officer,9,1,14311,83604,5,5
Hispanic,Police Officer / Field Training Officer,10,3,2814,90540,13,6
White,Sergeant of Police,6,4,1393,107988,1,4
