gender,race,appointed_date,rank,birth_year,resignation_date,complaint_percentile,civilian_allegation_percentile,honorable_mention_percentile,internal_allegation_percentile,trr_percentile,allegation_count,sustained_count,civilian_compliment_count,current_badge,current_salary,discipline_count,honorable_mention_count,last_unit_id,major_award_count,trr_count,unsustained_count,has_unique_name
M,White,2/16/1958,,1929,12/12/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,9/14/1970,,1948,4/29/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,5/1/1952,,1920,6/1/1981,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,11/16/1970,,1949,2/26/1981,,,0,,,0,0,0,,,0,0,217,0,0,0,FALSE
M,White,2/16/1954,,1920,3/1/1983,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
F,White,9/5/1995,,1958,,43.8577,0,44.5968,0,0,7,0,1,14362,93354,0,3,152,0,0,4,FALSE
M,White,5/22/1991,Police Technician,1958,8/16/2014,19.1105,26.7097,57.1074,0,0,2,0,6,,87918,0,5,153,0,0,1,FALSE
M,White,12/16/1959,,1934,4/16/1985,,,0,,,0,0,0,,,0,1,,0,0,0,FALSE
M,Hispanic,2/20/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/8/1952,,1926,11/26/1989,0,,0,,,1,1,0,,,1,0,200,0,0,0,FALSE
,Unknown,6/1/2016,,1960,,,,0,,,15,1,0,,,1,0,,0,0,11,FALSE
M,White,8/1/2012,,1984,8/16/2012,,,,,,0,0,0,,43104,0,3,,0,0,0,FALSE
M,White,11/4/1996,Police Officer,1964,1/13/1995,,,,,,0,0,0,,,0,2,30,0,0,0,FALSE
M,White,,,1941,,,,,,,2,0,0,,,0,0,,0,0,2,FALSE
,Unknown,1/30/1987,,1960,,34.8095,0,0,0,0,7,6,0,,,6,0,,0,0,0,FALSE
M,White,5/16/1956,,1928,4/1/1982,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
F,Black,8/27/1990,,1957,,16.0712,24.118,0,0,0,1,0,0,,82878,0,0,136,0,0,1,FALSE
M,White,4/15/1968,,1945,,34.8095,24.118,0,61.1521,0,7,1,0,,,0,0,,0,0,0,FALSE
M,Hispanic,9/18/2017,,1992,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,8/16/2017,,,,,,,,,0,0,0,19542,48078,0,0,,0,0,0,FALSE
M,White,2/1/2007,,1943,,88.2733,50.892,0,0,0,12,0,0,60090,145452,0,0,,0,0,4,FALSE
,Unknown,12/2/1996,,1968,,40.9117,0,0,0,0,6,0,0,6806,,0,0,,0,0,5,FALSE
M,Black,5/16/2017,,,,,,,,,0,0,0,10177,,0,0,,0,0,0,FALSE
M,Black,8/16/2017,,,,,,,,,0,0,0,11003,48078,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,White,6/1/1956,,1924,10/1/1982,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,8/22/1955,,1929,4/16/1992,54.1787,,0,,,2,0,0,,,0,0,69,0,0,0,FALSE
M,Hispanic,7/17/2017,,1991,,,,,,,1,0,0,7930,48078,0,0,,0,0,0,FALSE
F,Black,4/8/1985,,1952,,15.9604,0,0,61.1521,0,1,0,0,,80400,0,0,208,0,0,0,FALSE
M,Black,9/29/1980,,1953,10/7/1980,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
F,Hispanic,6/16/2017,,,,,,,,,0,0,0,9820,,0,0,,0,0,0,FALSE
F,White,6/16/2017,,,,,,,,,0,0,0,9925,,0,0,,0,0,0,FALSE
M,Hispanic,12/15/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,1/16/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,1/16/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Hispanic,1/16/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,10/1/1956,,1926,7/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Asian/Pacific,9/18/2017,,1988,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,5/1/1957,,1931,3/1/1993,0,,0,,,0,0,0,,,0,0,198,0,0,0,FALSE
M,Hispanic,8/16/2017,,,,,,,,,0,0,0,7573,48078,0,0,,0,0,0,FALSE
M,White,12/15/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/9/1947,,1924,1/16/1987,,,0,,,0,0,0,,,0,0,21,0,0,0,FALSE
M,White,8/16/1949,,1923,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,Hispanic,9/18/2017,,1981,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Hispanic,6/16/2017,,,,,,,,,0,0,0,9094,48078,0,0,,0,0,0,FALSE
M,Black,9/29/1980,,1946,9/29/1980,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Hispanic,11/16/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Unknown,7/17/2017,,,,,,,,,0,0,0,7912,48078,0,0,,0,0,0,FALSE
M,Hispanic,7/17/2017,,,,,,,,,0,0,0,5694,48078,0,0,,0,0,0,FALSE
M,White,3/25/1968,,1947,12/1/1981,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,11/29/1982,Police Agent,1948,2/15/2011,0,0,0,0,0,0,0,0,,89646,0,0,78,0,0,0,FALSE
M,Black,10/16/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
M,Hispanic,9/18/2017,,1989,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,2/16/1954,,1925,10/16/1984,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,6/15/1970,,1949,11/7/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,2/17/1948,,1918,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,White,9/23/1953,,1928,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,White,6/16/2017,,,,,,,,,0,0,0,9717,48078,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,84054,0,0,,0,0,0,FALSE
M,White,4/17/2017,,,,,,,,,0,0,0,15727,48078,0,0,,0,0,0,FALSE
M,Hispanic,4/17/2017,,,,,,,,,0,0,0,14041,48078,0,0,,0,0,0,FALSE
M,White,5/16/2017,,,,,,,,,0,0,0,11165,48078,0,0,,0,0,0,FALSE
F,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
F,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,White,2/20/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
F,Black,5/16/2017,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,Black,11/1/2007,,1986,5/22/2014,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,Unknown,8/16/2017,,,,,,,,,0,0,0,7737,48078,0,0,,0,0,0,FALSE
M,White,7/17/2017,,,,,,,,,0,0,0,8121,48078,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,White,5/16/2017,,,,,,,,,0,0,0,13603,48078,0,0,,0,0,0,FALSE
M,Hispanic,4/17/2017,,,,,,,,,0,0,0,19795,48078,0,0,,0,0,0,FALSE
F,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,96060,0,0,,0,0,0,FALSE
M,Black,10/16/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
,Unknown,8/11/1975,,1943,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,162012,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,86142,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,99978,0,0,,0,0,0,FALSE
M,Hispanic,6/16/2017,,,,,,,,,0,0,0,8840,48078,0,0,,0,0,0,FALSE
M,Black,12/19/1966,,1944,5/23/1986,,,0,,,0,0,0,,,0,0,46,0,0,0,FALSE
M,White,5/2/1955,,1932,3/3/1992,0,,0,,,0,0,0,,,0,0,85,0,0,0,FALSE
M,White,11/16/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,8/16/2017,,,,,,,,,0,0,0,7569,48078,0,0,,0,0,0,FALSE
M,Hispanic,9/12/1960,,1924,12/2/1987,,,0,,,0,0,0,,,0,0,92,0,0,0,FALSE
M,White,10/8/1951,,1924,3/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
F,Black,6/16/1986,,1947,,0,0,0,0,0,0,0,0,,90348,0,0,6,0,0,0,FALSE
M,White,8/22/1955,,1925,9/17/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,3/1/1959,,1931,9/15/1981,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Hispanic,4/28/2006,,1986,9/8/2009,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/28/2006,,1987,2/2/2010,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
,Unknown,7/1/1994,,1963,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,White,3/12/1962,,1935,4/1/1993,0,,0,,,0,0,0,,,0,0,148,0,0,0,FALSE
M,White,1/2/1961,,1935,8/1/1986,,,0,,,0,0,0,,,0,0,117,0,0,0,FALSE
M,White,10/23/1972,,1948,9/1/1988,,,0,,,0,0,0,,,0,0,19,0,0,0,FALSE
M,White,3/1/1959,,1933,1/1/1985,,,0,,,0,0,0,,,0,0,5,0,0,0,FALSE
M,White,12/16/2013,,,,0,0,0,0,0,0,0,0,7341,,0,0,,0,0,0,FALSE
M,White,5/2/1955,,1930,12/22/1981,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,9/29/1952,,1929,8/21/1984,,,0,,,0,0,0,,,0,0,198,0,0,0,FALSE
M,White,3/1/1959,,1935,3/31/1992,0,,0,,,0,0,0,,,0,0,7,0,0,0,FALSE
M,White,2/16/1954,,1931,10/16/1988,,,0,,,0,0,0,,,0,0,61,0,0,0,FALSE
M,White,8/22/1955,,1933,9/19/1988,,,0,,,0,0,0,,,0,0,2,0,0,0,FALSE
M,White,2/25/1946,,1916,12/18/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,1/3/1966,,1938,7/4/1983,,,0,,,0,0,0,,,0,0,4,0,0,0,FALSE
M,White,2/20/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,2/20/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
F,Hispanic,7/17/2017,,,,,,,,,0,0,0,8689,,0,0,,0,0,0,FALSE
F,Hispanic,1/16/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Hispanic,6/16/2017,,,,,,,,,0,0,0,9303,,0,0,,0,0,0,FALSE
M,Hispanic,7/17/2017,,,,,,,,,0,0,0,9015,48078,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,White,7/1/1985,,,,0,0,0,0,0,0,0,0,,92316,0,0,35,0,0,0,FALSE
,Unknown,12/7/1987,,1957,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
,Unknown,5/23/1977,,1957,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,Native American/Alaskan Native,6/16/2017,,,,,,,,,0,0,0,7484,48078,0,0,,0,0,0,FALSE
M,Black,6/16/2017,,,,,,,,,0,0,0,9353,48078,0,0,,0,0,0,FALSE
,Unknown,,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,48078,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,101442,0,0,,0,0,0,FALSE
M,Black,2/11/1980,,1947,12/3/1980,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,6/23/1980,,1954,7/4/1980,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/17/2017,,,,,,,,,0,0,0,11410,48078,0,0,,0,0,0,FALSE
M,Unknown,,,,,,,,,,0,0,0,,139104,0,0,,0,0,0,FALSE
M,White,2/20/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,9/29/1952,,1928,4/1/1988,,,0,,,0,0,0,,,0,0,107,0,0,0,FALSE
M,Hispanic,1/16/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,1/16/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,3/4/1946,,1923,9/6/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Hispanic,2/20/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,6/16/1954,,1922,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,10/1/1954,,1925,11/8/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/16/1954,,1926,10/20/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/3/1950,,1921,11/16/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/14/1968,,1945,12/12/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,11/26/1962,,1931,11/22/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/16/1951,,1924,10/3/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,9/14/1970,,1949,10/11/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/28/1948,,1916,12/22/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,3/25/1946,,1916,9/23/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,7/1/1957,,1935,9/20/1979,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,5/13/1968,,1948,2/7/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,10/1/1956,,1921,3/17/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,7/13/1953,,1917,9/19/1980,,,0,,,0,0,0,,,0,0,2,0,0,0,FALSE
M,White,7/30/1951,,1917,12/15/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,12/18/1967,,1943,4/3/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/17/1950,,1919,10/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/8/1947,,1924,4/26/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/16/1967,,1947,10/1/1980,,,0,,,0,0,0,,,0,0,12,0,0,0,FALSE
M,White,10/23/1972,,1950,4/12/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,9/21/1953,,1926,7/5/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/8/1952,,1925,5/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,11/16/1955,,1927,3/30/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,2/1/1955,,1921,10/16/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/6/1945,,1917,8/6/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,7/1/1957,,1920,3/16/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/9/1947,,1919,6/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/16/1951,,1925,5/16/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,4/24/1948,,1922,5/31/1980,,,0,,,0,0,0,,,0,0,5,0,0,0,FALSE
M,Black,5/4/1955,,1926,2/7/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,5/16/1956,,1926,2/8/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/26/1947,,1923,8/21/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/14/1952,,1924,2/8/1980,,,0,,,0,0,0,,,0,0,21,0,0,0,FALSE
M,White,12/22/1947,,1919,3/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,7/1/1957,,1925,10/17/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,6/4/1973,,1951,8/16/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,2/18/1946,,1920,2/7/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/1/1946,,1917,8/26/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,4/1/1953,,1926,2/10/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/8/1947,,1919,3/24/1980,,,0,,,0,0,0,,,0,0,12,0,0,0,FALSE
M,White,10/16/1957,,1927,11/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,10/8/1951,,1925,5/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,4/4/1977,,1949,3/18/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,8/26/1955,,1923,9/4/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/11/1947,,1923,4/3/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/8/1951,,1924,9/16/1980,,,0,,,0,0,0,,,0,0,2,0,0,0,FALSE
M,Black,12/9/1947,,1925,10/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,9/29/1952,,1921,10/16/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,5/16/1956,,1925,7/5/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,5/6/1946,,1921,2/8/1980,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/16/1947,,1923,1/8/1981,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,Black,10/16/1954,,1924,1/16/1981,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,12/16/1954,,1922,3/9/1981,,,0,,,0,0,0,,,0,0,152,0,0,0,FALSE
M,White,9/14/1970,,1947,3/6/1981,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
F,White,2/19/1974,,1949,8/3/1981,,,0,,,0,0,0,,,0,0,51,0,0,0,FALSE
M,White,7/1/1957,,1927,8/1/1982,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,6/12/1961,,1936,1/10/1983,,,0,,,0,0,0,,,0,0,,0,0,0,FALSE
M,White,10/7/1947,Director Of Records,1924,11/1/1987,,,0,,,0,0,0,,,0,0,127,0,0,0,FALSE
M,White,10/23/1967,Commander Spec Serv,1941,4/15/2004,0,0,0,0,,0,0,0,,,0,0,193,0,0,0,FALSE
M,Hispanic,12/7/1987,Police Officer / Field Training Officer,1959,6/22/2004,91.4953,95.4871,0,0,,32,5,1,,65868,5,1,14,0,0,19,FALSE
M,White,9/13/1999,Police Officer / Field Training Officer,1965,,95.7892,96.183,95.4232,61.1521,93.0103,35,3,4,11252,94524,2,97,5,1,18,11,FALSE
M,Hispanic,6/16/1986,Police Officer / Field Training Officer,1956,6/28/2012,47.4739,34.0486,73.7441,0,68.6228,10,2,3,2814,90540,2,13,25,0,3,6,FALSE
M,Hispanic,10/13/1998,Police Officer / Field Training Officer,1964,,61.935,65.6966,87.6702,0,75.2071,10,1,5,17334,94524,0,52,11,1,7,4,FALSE
M,Black,9/24/2007,Police Officer / Field Training Officer,1972,,95.6173,96.178,84.287,0,99.9149,18,1,1,8781,88296,1,21,7,1,46,5,FALSE
M,Black,4/29/2002,Police Officer / Field Training Officer,1971,,61.9273,67.7497,76.4078,0,63.0035,8,1,5,6275,94524,1,18,8,1,4,2,FALSE
M,White,2/19/1973,Police Officer / Field Training Officer,1946,9/30/2009,56.2681,0,53.7894,0,0,14,1,0,,,0,12,11,1,0,7,FALSE
M,Black,5/16/1975,Police Officer / Field Training Officer,1941,7/6/1995,72.7858,,0,,,6,1,0,,,1,3,3,0,0,3,FALSE
M,Black,7/5/1994,Police Officer / Field Training Officer,1961,,81.8922,72.3141,74.9005,93.0935,78.2707,25,2,2,10240,98052,1,24,7,0,8,11,FALSE
M,White,10/16/1967,Police Officer / Field Training Officer,1937,10/5/1992,86.7422,,0,,,6,0,1,,,0,2,20,0,0,4,FALSE
M,White,9/27/2004,Police Officer / Field Training Officer,1981,,68.8434,73.6047,99.0652,0,84.3754,8,0,7,14307,91338,0,127,20,0,10,0,FALSE
M,White,10/17/2011,Police Officer / Field Training Officer,1978,,83.604,85.9976,96.1154,0,84.7952,6,0,2,3788,84054,0,34,11,1,4,0,FALSE
M,White,11/20/1972,Police Officer / Field Training Officer,1949,3/7/1991,0,,0,,,1,0,3,,,0,9,10,0,0,0,FALSE
M,Hispanic,6/4/2007,Police Officer / Field Training Officer,1982,,43.3992,51.4451,96.7203,0,66.4813,4,0,14,14069,91338,0,65,19,0,3,0,FALSE
M,Black,1/3/1977,Police Officer / Field Training Officer,1941,9/24/1991,0,,0,,,0,0,2,,,0,3,,0,0,0,FALSE
M,White,7/16/1957,Police Officer / Field Training Officer,1933,9/13/1981,,,0,,,0,0,1,,,0,2,20,0,0,0,FALSE
M,Black,9/27/2004,Police Officer / Field Training Officer,1972,,76.7223,76.9882,91.2184,75.6926,87.7908,12,1,1,4647,91338,1,46,12,0,12,3,FALSE
M,Black,6/21/1999,Police Officer / Field Training Officer,1968,,90.6309,89.5804,86.4832,88.3297,84.903,25,1,3,15020,94524,1,46,4,0,11,14,FALSE
M,Hispanic,10/28/2002,Police Officer / Field Training Officer,1974,,80.3905,81.2787,92.1629,73.6047,84.903,13,2,3,15057,90432,2,57,23,0,11,2,FALSE
M,Black,7/7/1997,Police Officer / Field Training Officer,1962,,80.2835,83.7403,73.7555,61.1521,56.6663,19,2,4,15204,98052,1,19,8,0,3,4,FALSE
M,Hispanic,4/28/2003,Police Officer / Field Training Officer,1964,,53.8076,40.7664,84.5587,92.5852,89.1183,6,1,2,17567,91338,1,31,9,0,14,3,FALSE
M,White,5/2/1994,Police Officer / Field Training Officer,1966,,88.0631,79.7738,80.7193,0,88.0064,28,0,8,13137,98052,0,39,23,0,13,17,FALSE
M,Hispanic,12/13/1999,Police Officer / Field Training Officer,1975,,89.2438,89.5804,88.7764,61.1521,94.2982,22,0,2,6067,94524,0,52,13,0,20,11,FALSE
M,White,12/16/2009,Police Officer / Field Training Officer,1978,,54.1898,60.9577,87.1527,0,86.2192,3,0,4,4189,88296,0,20,20,0,6,0,FALSE
M,White,2/19/2013,Police Officer / Field Training Officer,1977,,63.7079,68.6416,94.0971,0,62.6631,2,0,1,13717,88296,0,21,3,0,1,0,FALSE
M,White,12/14/2012,Police Officer / Field Training Officer,1986,,38.3631,46.472,75.2563,0,62.1638,2,0,1,7578,88296,0,5,11,0,1,0,FALSE
M,White,4/3/1972,Police Officer / Field Training Officer,1950,7/19/2002,20.1946,0,0,0,,1,0,0,,,0,10,9,0,0,1,FALSE
M,White,10/25/1971,Police Officer / Field Training Officer,1944,2/14/1997,37.3488,,0,,,2,0,0,,,0,1,15,0,0,1,FALSE
M,Hispanic,5/16/1975,Police Officer / Field Training Officer,1948,4/20/2002,20.3133,0,0,0,,1,0,0,,,0,0,14,0,0,0,FALSE
M,Black,9/21/1953,Police Officer / Field Training Officer,1921,2/19/1984,,,0,,,0,0,0,,,0,0,22,0,0,0,FALSE
M,Black,8/27/1990,Police Officer Assigned Evidence Technician,1967,,63.0316,35.6089,67.9367,0,63.0035,15,2,2,18893,100980,2,16,171,0,4,9,FALSE
M,White,11/1/1977,Police Officer Assigned Evidence Technician,1950,4/15/2008,33.4218,50.0083,0,81.5183,64.4653,6,1,0,9004,82008,0,0,191,0,1,2,FALSE
M,White,7/26/1971,Police Officer Assigned Evidence Technician,1946,2/23/1997,52.2255,,0,,,4,1,0,,,1,12,11,1,0,2,FALSE
M,Hispanic,1/2/1992,Police Officer Assigned Evidence Technician,1970,,62.4546,57.7487,63.0462,0,38.9028,14,1,2,9314,100980,1,13,171,0,1,8,FALSE
M,White,8/27/1990,Police Officer Assigned Evidence Technician,1956,,73.4324,0,56.7552,0,0,20,2,1,,94236,2,9,171,0,0,14,FALSE
M,White,10/18/1976,Police Officer Assigned Evidence Technician,1950,5/3/2005,58.1595,0,0,0,0,10,1,1,,76542,1,0,191,0,0,3,FALSE
M,Black,3/25/2002,Police Officer Assigned Evidence Technician,1980,,81.3878,79.5944,71.4429,85.9926,38.9028,14,2,3,4968,94524,2,12,171,0,1,2,FALSE
M,White,11/15/1999,Police Officer Assigned Evidence Technician,1972,,40.2659,47.638,86.8293,0,49.1036,5,1,4,9297,94524,1,46,171,0,2,1,FALSE
M,White,1/6/1969,Police Officer Assigned Evidence Technician,1940,3/5/2002,58.7847,0,0,0,,9,0,0,,,0,1,181,0,0,6,FALSE
M,White,12/7/1987,Police Officer Assigned Evidence Technician,1953,2/15/2012,64.3865,26.7676,81.3404,0,0,16,0,1,,87918,0,28,191,0,0,13,FALSE
M,Hispanic,2/6/1995,Police Officer Assigned Evidence Technician,1958,5/15/2016,38.3631,49.9053,77.889,0,49.1036,6,0,4,18952,95178,0,28,171,0,2,3,FALSE
M,Black,8/1/1994,Police Officer Assigned Evidence Technician,1963,,80.6924,69.1001,81.1948,61.1521,56.6663,21,0,3,14673,98052,0,40,171,0,3,11,FALSE
M,Black,7/18/1977,Police Officer Assigned Evidence Technician,1949,3/15/2012,64.2523,59.6054,74.6732,74.6162,0,18,2,1,,90540,2,20,191,0,0,9,FALSE
M,Black,7/30/1990,Police Officer Assigned Evidence Technician,1953,8/14/2013,39.3004,0,87.6515,0,0,7,1,4,,87918,1,56,171,0,0,5,FALSE
M,Hispanic,7/8/1996,Police Officer Assigned Evidence Technician,1970,,30.4688,35.6089,86.9198,0,0,4,0,3,19492,98052,0,55,142,0,0,2,FALSE
M,Black,12/11/1978,Police Officer Assigned Evidence Technician,1948,6/4/2004,18.693,0,0,0,,2,0,0,,70716,0,1,181,0,0,1,FALSE
M,White,10/1/1957,Police Officer / Mounted Patrol Officer,1935,11/5/1987,,,0,,,0,0,0,,,0,0,141,0,0,0,FALSE
M,White,3/4/1985,Police Officer Assigned Evidence Technician,1954,,97.5928,94.6432,85.0956,79.9133,0,67,0,1,7554,100980,0,74,171,0,0,50,FALSE
M,White,2/5/1968,Police Officer Assigned Evidence Technician,1941,2/16/2000,56.6827,,0,,,7,0,0,,,0,1,181,0,0,4,FALSE
M,White,4/3/1972,Police Officer Assigned Evidence Technician,1950,7/15/2011,18.0196,27.8729,55.6667,0,0,2,0,3,,92778,0,4,181,0,0,2,FALSE
M,Black,11/17/1986,Police Officer Assigned Evidence Technician,1943,2/5/2006,49.5831,38.8111,0,94.3686,0,8,2,0,,75258,2,0,191,0,0,6,FALSE
M,White,11/1/1977,Police Officer Assigned Evidence Technician,1954,8/20/2007,17.15,0,0,0,0,3,0,0,,82008,0,1,181,0,0,1,FALSE
M,White,3/19/1973,Police Officer Assigned Evidence Technician,1951,5/2/2005,23.4085,0,0,0,0,2,0,0,,78822,0,1,181,0,0,1,FALSE
